file_name;label;initial_label
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject325.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject382.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject438.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject358.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject130.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject033.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject378.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject510.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject401.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject229.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject049.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject123.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject363.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject410.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject374.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject414.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject519.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject097.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject156.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject373.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject553.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject360.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject388.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject595.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject197.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject591.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject331.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject173.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject050.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject370.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject177.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject557.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject206.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject559.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject098.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject151.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject308.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject189.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject620.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject616.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject560.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject391.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject013.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject150.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject459.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject261.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject056.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject249.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject386.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject226.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject198.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject100.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject394.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject565.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject034.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject006.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject564.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_ms/Subject518.nii.gz;0;1
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0007.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0044.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0045.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0051.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0052.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0033.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0015.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0029.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0016.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0041.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0024.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0020.nii.gz;1;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0004.nii.gz;1;0
